time,open,high,low,close
12/03/2024 11:00,1.0,1.0,1.0,1.0
12/03/2024 12:00,1.0,1.0111024651065426,0.9862805298464012,1.011102196339568
12/03/2024 13:00,1.011102196339568,1.0133307954060853,1.009989002156469,1.0104384594535756
12/03/2024 14:00,1.0104384594535756,1.0263181474996979,0.9854558138207918,0.9854558138207918
12/03/2024 15:00,0.9854558138207918,0.9966709188283379,0.9795612733150354,0.9905223397591465
12/03/2024 16:00,0.9905223397591465,0.9905223397591465,0.9356430084616735,0.9452044162460935
12/03/2024 17:00,0.9452044162460935,0.9452044162460935,0.9019058298326365,0.940354493007629
12/03/2024 18:00,0.940354493007629,0.9659677049009205,0.940354493007629,0.9650846197027977
12/03/2024 19:00,0.9650846197027977,0.9858947846136974,0.9650846197027977,0.9858947846136974
12/03/2024 20:00,0.9858947846136974,0.9858947846136974,0.9545977246154969,0.9592375685381025
12/03/2024 21:00,0.9592375685381025,0.9592375685381025,0.9512363426201362,0.9562624034979098
12/03/2024 22:00,0.9562624034979098,0.9622869901982568,0.9493450820056486,0.9573287357074094
12/03/2024 23:00,0.9573287357074094,0.9748260989508599,0.9571399507371097,0.9748207686214679
13/03/2024 00:00,0.9748207686214679,0.9857736752098053,0.9748207686214679,0.9857736752098053
13/03/2024 01:00,0.9857736752098053,1.010454904800913,0.9813302110086569,1.0104366200652792
13/03/2024 02:00,1.0104366200652792,1.0165528806545276,1.0072607388777106,1.0165528806545276
13/03/2024 03:00,1.0165528806545276,1.0248065323582873,1.0165528806545276,1.0248065323582873
13/03/2024 04:00,1.0248065323582873,1.026812075311043,1.0222985463454481,1.024344193916045
13/03/2024 05:00,1.024344193916045,1.0288953206333415,1.024344193916045,1.0276509171409263
13/03/2024 06:00,1.0276509171409263,1.0366033821662795,1.0276416567148654,1.0366033821662795
13/03/2024 07:00,1.0366033821662795,1.048549149739054,1.0317353972841017,1.0332429522249065
13/03/2024 08:00,1.0332429522249065,1.0468018237030379,1.027358559063987,1.0449592104381498
13/03/2024 09:00,1.0449592104381498,1.045017670764958,1.0382414162893991,1.0382414162893991
13/03/2024 10:00,1.0382414162893991,1.0382414162893991,1.0322383966373743,1.0326855378704494
13/03/2024 11:00,1.0326855378704494,1.0381993663471094,1.0326855378704494,1.036472893935808
13/03/2024 12:00,1.036472893935808,1.036472893935808,1.0193556397544854,1.0193556397544854
13/03/2024 13:00,1.0193556397544854,1.0193556397544854,0.9722831202581476,0.9722831202581476
13/03/2024 14:00,0.9722831202581476,0.9943309166178257,0.9713051084619252,0.9807167099358113
13/03/2024 15:00,0.9807167099358113,0.9920392387341441,0.96918252530649,0.96918252530649
13/03/2024 16:00,0.96918252530649,0.9870748910047705,0.9691694369703372,0.9817707815327409
13/03/2024 17:00,0.9817707815327409,0.9865853052185116,0.9750440848857712,0.9750440848857712
13/03/2024 18:00,0.9750440848857712,0.9750440848857712,0.9750440848857712,0.9750440848857712
13/03/2024 19:00,0.9750440848857712,0.994278870848416,0.9750440848857712,0.994278870848416
13/03/2024 20:00,0.994278870848416,1.0082174549779208,0.9846519275782641,0.9903425323272329
13/03/2024 21:00,0.9903425323272329,0.9948195786731624,0.9890529849754065,0.9948139534652775
13/03/2024 22:00,0.9948139534652775,1.0002724032616066,0.9861922553823126,0.9861922553823126
13/03/2024 23:00,0.9861922553823126,1.003509098146063,0.9861922553823126,0.9989988068010506
14/03/2024 00:00,0.9989988068010506,1.003490638730587,0.9923134167034661,0.9923134167034661
14/03/2024 01:00,0.9923134167034661,0.9923134167034661,0.969546365952876,0.9732531603305349
14/03/2024 02:00,0.9732531603305349,0.9914292329036254,0.9732531603305349,0.9913598068618291
14/03/2024 03:00,0.9913598068618291,0.9950190799273481,0.9857897615648129,0.9927941878572107
14/03/2024 04:00,0.9927941878572107,0.9927941878572107,0.9756557799465627,0.9756557799465627
14/03/2024 05:00,0.9756557799465627,0.9756557799465627,0.9580562037787921,0.9671420394828393
14/03/2024 06:00,0.9671420394828393,0.9896904267710467,0.9671420394828393,0.9793752890056843
14/03/2024 07:00,0.9793752890056843,0.9844447055782958,0.9686901817500818,0.9734956234618133
14/03/2024 08:00,0.9734956234618133,0.9815977256687866,0.9721195404820792,0.9801473672728157
14/03/2024 09:00,0.9801473672728157,0.9896257029325835,0.9801473672728157,0.9844223059103145
14/03/2024 10:00,0.9844223059103145,0.9863472913709886,0.9764680362475834,0.9814650682688147
14/03/2024 11:00,0.9814650682688147,0.9814650682688147,0.9608031084088312,0.9611195317107126
