time,open,high,low,close
27/05/2024 03:00,1.0,1.0,1.0,1.0
27/05/2024 04:00,1.0,1.0,1.0,1.0
27/05/2024 05:00,1.0,1.0,1.0,1.0
27/05/2024 06:00,1.0,1.0,1.0,1.0
27/05/2024 07:00,1.0,1.0,1.0,1.0
27/05/2024 08:00,1.0,1.0,1.0,1.0
27/05/2024 09:00,1.0,1.0,1.0,1.0
27/05/2024 10:00,1.0,1.0,1.0,1.0
27/05/2024 11:00,1.0,1.0,1.0,1.0
27/05/2024 12:00,1.0,1.0,1.0,1.0
27/05/2024 13:00,1.0,1.0,1.0,1.0
27/05/2024 14:00,1.0,1.0,1.0,1.0
27/05/2024 15:00,1.0,1.0,1.0,1.0
27/05/2024 16:00,1.0,1.0,1.0,1.0
27/05/2024 17:00,1.0,1.0,1.0,1.0
27/05/2024 18:00,1.0,1.0,1.0,1.0
27/05/2024 19:00,1.0,1.0,1.0,1.0
27/05/2024 20:00,1.0,1.0,1.0,1.0
27/05/2024 21:00,1.0,1.0,1.0,1.0
27/05/2024 22:00,1.0,1.0,1.0,1.0
27/05/2024 23:00,1.0,1.0,1.0,1.0
28/05/2024 00:00,1.0,1.0,1.0,1.0
28/05/2024 01:00,1.0,1.0,1.0,1.0
28/05/2024 02:00,1.0,1.0,0.9999987290731525,0.9999987290731525
28/05/2024 03:00,0.9999987290731525,0.9999987290731525,0.999996440905615,0.999996440905615
28/05/2024 04:00,0.999996440905615,0.999996440905615,0.9999931554134275,0.9999931554134275
28/05/2024 05:00,0.9999931554134275,0.9999931554134275,0.9999908710742152,0.9999908710742152
28/05/2024 06:00,0.9999908710742152,0.9999908710742152,0.9999885892821676,0.9999885892821676
28/05/2024 07:00,0.9999885892821676,0.9999885892821676,0.9999772972999679,0.9999772972999679
28/05/2024 08:00,0.9999772972999679,0.9999772972999679,0.9999750168176471,0.9999750168176471
28/05/2024 09:00,0.9999750168176471,1.000104425872905,0.9999750168176471,1.000103876611436
28/05/2024 10:00,1.000103876611436,1.000103876611436,1.000101586971397,1.000101586971397
28/05/2024 11:00,1.000101586971397,1.000101586971397,1.0000162205190593,1.0000162205190593
28/05/2024 12:00,1.0000162205190593,1.0000164762015644,1.0000150713639562,1.0000159130399704
28/05/2024 13:00,1.0000159130399704,1.0000159130399704,1.0000131644653472,1.0000131644653472
28/05/2024 14:00,1.0000131644653472,1.0009069901526049,0.942195762212279,0.963366463186048
28/05/2024 15:00,0.963366463186048,0.963366463186048,0.9372558526153437,0.9474629889716849
28/05/2024 16:00,0.9474629889716849,0.9526356645007553,0.924824859790811,0.9249607930685987
28/05/2024 17:00,0.9249607930685987,0.9430074610270333,0.9249607930685987,0.9304333773505137
